"2026年08月14日更新"
"変電所No","変電所名","一次 電圧（kV）","二次 電圧（kV）","台数","設備容量（100%×台数）","運用容量値（MW）","運用容量制約要因","予想潮流","当該設備 空容量（MW）","上位系等考慮 空容量（MW）","N-1電制適用可否","N-1電制適用可能量","平常時出力制御の可能性","当該設備 平常時出力制御の可能性がある設備","上位系設備 平常時出力制御の可能性がある設備","備　考"
"奈BS","桃香野","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BT","大塩","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BU","奥小毎","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BV","大西","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BW","勝原","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BX","神野口","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BY","北野","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈BZ","切幡","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CA","深川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CB","南深川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CC","杣ノ川","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CD","東小倉","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CE","小倉","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CF","山田","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CG","一本松","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CH","友田","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CI","多田","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CJ","針","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CK","藺生","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CL","大野","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CM","赤瀬","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CN","室生","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CO","長野","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CP","掛","22","6.6","1","5","5","熱容量","ー","3","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CQ","平井","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CR","人知","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CS","下北山","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"奈CT","西切幡","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
"奈CU","西小倉","22","6.6","1","5","5","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋B","草野川","22","6.6","1","5","5","熱容量","－","4","4","不可 ＃２","－","ー","ー","ー","※１"
"滋C","伊吹","22","6.6","1","9","9","熱容量","－","3","0","不可 ＃２","－","ー","ー","ー","※１"
"滋D","荒川","33","6.6","1","9","9","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"滋G","黄和田","22","6.6","1","3","3","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"滋H","永源寺","22","6.6","1","5","5","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"滋I","塩津","77","6.6","1","9","9","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"滋J","高月町","77","6.6","2","38","38","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"滋J","高月町","77","22","2","57","31","熱容量","-7","ー","ー","可","26","ー","ー","ー","※３"
"滋K","虎姫","22","6.6","2","19","19","熱容量","－","3","3","不可 ＃２","－","ー","ー","ー","※１"
"滋L","浅井","77","6.6","2","32","32","熱容量","－","4","4","不可 ＃２","－","ー","ー","ー","※１"
"滋L","浅井","77","22","2","57","31","熱容量","-4","ー","ー","可","26","ー","ー","ー","※３"
"滋M","今津","77","6.6","2","38","38","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"滋M","今津","77","22","2","23","10","熱容量","-5","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋N","小沢","77","6.6","2","38","38","熱容量","－","14","14","不可 ＃２","－","ー","ー","ー","※１"
"滋O","新長浜","77","6.6","3","57","57","熱容量","－","14","14","不可 ＃２","－","ー","ー","ー","※１"
"滋O","新長浜","77","22","2","57","31","熱容量","-6","ー","ー","可","26","ー","ー","ー","※３"
"滋P","長浜","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋Q","新旭","77","6.6","2","22","22","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"滋R","坂田","77","6.6","3","32","32","熱容量","－","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋R","坂田","77","22","2","28","15","熱容量","-4","ー","ー","可","13","ー","ー","ー","※３"
"滋S","安曇","77","6.6","2","19","19","熱容量","－","6","0","不可 ＃２","－","有","ー","対象","※１"
"滋S","安曇","77","33","2","28","15","熱容量","-34","ー","ー","可","0","有","ー","対象","※３"
"滋T","米原","77","6.6","2","38","38","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"滋U","高島","77","6.6","2","19","19","熱容量","－","3","3","不可 ＃２","－","有","ー","対象","※１"
"滋V","彦根","77","6.6","2","43","43","熱容量","－","20","20","不可 ＃２","－","ー","ー","ー","※１"
"滋W","芹川","77","6.6","2","33","33","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"滋W","芹川","77","22","2","42","42","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"滋X","正法寺","77","6.6","2","38","38","熱容量","－","3","3","不可 ＃２","－","ー","ー","ー","※１"
"滋X","正法寺","77","22","2","57","31","熱容量","3","ー","ー","可","26","ー","ー","ー","※３"
"滋Y","高宮","77","6.6","2","38","38","熱容量","－","14","14","不可 ＃２","－","ー","ー","ー","※１"
"滋Z","河瀬","77","6.6","2","26","26","熱容量","－","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋AA","比良","77","6.6","2","34","34","熱容量","－","7","7","不可 ＃２","－","有","ー","対象","※１"
"滋AB","豊郷","77","6.6","3","47","47","熱容量","－","4","4","不可 ＃２","－","ー","ー","ー","※１"
"滋AB","豊郷","77","22","2","57","31","熱容量","-3","ー","ー","可","26","ー","ー","ー","※３"
"滋AC","能登川","77","6.6","2","38","38","熱容量","－","16","16","不可 ＃２","－","ー","ー","ー","※１"
"滋AC","能登川","77","22","1","28","28","熱容量","-1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"滋AD","安土","22","6.6","2","19","19","熱容量","－","7","7","不可 ＃２","－","ー","ー","ー","※１"
"滋AE","真野","77","6.6","2","38","38","熱容量","－","16","16","不可 ＃２","－","有","ー","対象","※１"
"滋AF","五個荘","77","6.6","2","38","38","熱容量","－","10","10","不可 ＃２","－","ー","ー","ー","※１"
"滋AG","勝堂","77","6.6","2","38","38","熱容量","－","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋AG","勝堂","77","22","2","57","31","熱容量","-15","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"滋AH","八幡","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋AI","堅田","77","6.6","3","55","55","熱容量","－","16","16","不可 ＃２","－","ー","ー","ー","※１"
"滋AI","堅田","77","22","2","57","31","熱容量","3","ー","ー","可","26","ー","ー","ー","※３"
"滋AJ","新八幡","77","6.6","2","38","38","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"滋AJ","新八幡","77","22","2","57","31","熱容量","5","ー","ー","可","26","ー","ー","ー","※３"
"滋AK","木浜","77","6.6","1","19","19","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"滋AK","木浜","77","22","1","14","14","熱容量","-9","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋AL","中主","77","6.6","2","38","38","熱容量","－","14","0","不可 ＃２","－","有","ー","対象","※１"
"滋AM","東八日市","77","6.6","3","57","57","熱容量","－","5","0","不可 ＃２","－","有","ー","対象","※１"
"滋AM","東八日市","77","22","2","57","31","熱容量","-11","ー","ー","可","26","有","ー","対象","※３"
"滋AN","八日市","77","6.6","2","38","38","熱容量","－","10","0","不可 ＃２","－","有","ー","対象","※１"
"滋AO","竜王","77","6.6","3","57","57","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"滋AP","近江河西","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"滋AQ","祇王","77","6.6","3","57","57","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"滋AQ","祇王","77","22","2","57","31","熱容量","6","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋AR","阪本","77","6.6","2","34","34","熱容量","－","16","16","不可 ＃２","－","ー","ー","ー","※１"
"滋AS","守山","77","6.6","3","45","45","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"滋AT","駒井沢","77","6.6","2","36","36","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"滋AT","駒井沢","77","22","1","28","28","熱容量","-3","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"滋AU","皇子山","77","6.6","2","36","36","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"滋AV","桜谷","77","6.6","2","28","28","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"滋AV","桜谷","77","22","2","57","31","熱容量","-11","ー","ー","可","26","有","ー","対象","※３"
"滋AW","葉山東","77","6.6","3","57","57","熱容量","－","16","16","不可 ＃２","－","ー","ー","ー","※１"
"滋AX","草津","77","6.6","3","57","57","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋AY","浜大津","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋AZ","大津","77","6.6","2","34","34","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"滋AZ","大津","77","22","2","57","31","熱容量","3","ー","ー","可","26","ー","ー","ー","※３"
"滋BA","矢橋","77","6.6","3","57","57","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"滋BB","新草津","77","6.6","2","38","38","熱容量","－","18","18","不可 ＃２","－","ー","ー","ー","※１"
"滋BB","新草津","77","22","2","57","31","熱容量","-3","ー","ー","可","26","ー","ー","ー","※３"
"滋BC","日野","77","6.6","2","38","38","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"滋BD","大砂後","77","6.6","3","55","55","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"滋BD","大砂後","77","22","2","57","31","熱容量","1","ー","ー","可","26","有","ー","対象","※３"
"滋BE","甲西","77","6.6","3","52","52","熱容量","－","12","12","不可 ＃２","－","有","ー","対象","※１"
"滋BE","甲西","77","22","2","57","31","熱容量","2","ー","ー","可","26","有","ー","対象","※３"
"滋BF","野路","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋BG","志津","77","6.6","2","36","36","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"滋BG","志津","77","22","1","28","28","熱容量","-1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"滋BH","膳所","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"滋BH","膳所","77","22","2","57","31","熱容量","-5","ー","ー","可","26","ー","ー","ー","※３"
"滋BI","夏見","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"滋BJ","瀬田","77","6.6","3","57","57","熱容量","－","18","18","不可 ＃２","－","ー","ー","ー","※１"
"滋BJ","瀬田","77","22","2","57","31","熱容量","5","ー","ー","可","26","ー","ー","ー","※３"
"滋BK","柏木","77","6.6","3","57","57","熱容量","－","10","0","不可 ＃２","－","有","ー","対象","※１"
"滋BK","柏木","77","22","3","85","62","熱容量","4","ー","ー","可","23","有","ー","対象","※２、３"
"滋BL","水口","77","6.6","2","38","38","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"滋BM","石山","77","6.6","2","38","38","熱容量","－","14","0","不可 ＃２","－","ー","ー","ー","※１"
"滋BN","土山町","77","6.6","3","34","34","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"滋BN","土山町","77","22","1","14","14","熱容量","-3","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋BO","深川","77","6.6","2","38","38","熱容量","－","0","0","不可 ＃２","－","有","ー","対象","※１"
"滋BP","黄瀬","77","6.6","1","9","9","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"滋BP","黄瀬","77","22","1","14","14","熱容量","-1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋BQ","大原","77","6.6","2","36","36","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"滋BQ","大原","77","22","2","28","15","熱容量","-4","ー","ー","可","13","有","ー","対象","※３"
"滋BR","信楽","77","6.6","2","38","38","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"滋BR","信楽","77","22","1","14","14","熱容量","-14","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"滋BS","椿坂","22","6.6","1","2","2","熱容量","ー","1","1","不可 ＃２","－","ー","ー","ー","※１"
"滋BT","金居原","22","6.6","1","2","2","熱容量","ー","2","2","不可 ＃２","－","ー","ー","ー","※１"
"滋BV","白谷","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃２","－","ー","ー","ー","※１"
"滋BW","沢","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃２","－","ー","ー","ー","※１"
